symbol,content
GPRO,"GoPro, Inc. engages in manufacturing and selling camera and camera accessories. The company provides mountable and wearable cameras and accessories, which refers as capture devices. Its product brands include Hero5, GoPro Plus, Quik, Capture, Karma and Karma Grip. The company was founded by Nicholas Woodman in 2002 and is headquartered in San Mateo, CA."
GPS,"Gap, Inc. operates as a global apparel retail company. It offers apparel, accessories, and personal care products for men, women and children. The company operates through segments: Gap Global, Old Navy Global, Banana Republic Global, Athleta, and Intermix. The Gap Global segment includes apparel and accessories for men and women under the Gap brand, along with the GapKids, BabyGap, GapMaternity, GapBody and GapFit collections. The Old Navy Global segment offers clothing and accessories for adults and children. The Banana Republic Global segment provides clothing, eyewear, jewelry, shoes, handbags and fragrances. The Athleta segment offers fitness apparel for women. The Intermix segment features styles from various designers. Gap was founded by Donald G. Fisher and Doris F. Fisher in July 1969 and is headquartered in San Francisco, CA."
GPT,"Gramercy Property Trust operates as an investor and asset manager of commercial real estate, which engages in acquiring and managing single-tenant, net-leased industrial and office properties purchased through sale-leaseback transactions or directly from property developers and owners. It operates through the Investments/Corporate and Asset Management segments. The Investments/Corporate segment includes all of activities related to investment and ownership of commercial properties net leased to high quality tenants throughout the United States. The Asset Management segment covers substantially all of activities related to third-party asset and property management of commercial properties located throughout the United States and Europe. The company was founded in April 2004 and is headquartered in New York, NY."
GPX,"GP Strategies Corp. provides training, e-Learning solutions, management consulting and engineering services. It operates through the following segments: Learning Solutions, Professional &amp; Technical Services, Sandy Training &amp; Marketing, and Performance Readiness Solutions. The Learning Solutions segment delivers training, curriculum design and development, e-Learning services, system hosting, training business process outsourcing and consulting services to companies in the electronics and semiconductors, healthcare, software, financial and other industries as well as to government agencies. The Professional &amp; Technical Services segment provides training, consulting, engineering and technical services, including lean consulting, emergency preparedness, safety and regulatory compliance, chemical demilitarization and environmental services to large companies in the manufacturing, steel, pharmaceutical and petrochemical industries, federal and state government agencies and large government contractors. The Sandy Training &amp; Marketing segment provides custom product sales training. The Performance Readiness Solutions provides performance consulting and technology consulting services, including platform adoption, end-user training, change management, knowledge management, customer product training outsourcing and sales enablement solutions in industries such as manufacturing, aerospace, healthcare, life sciences, consumer products, financial, telecommunications, services and higher education as well as the public sector. The company was founded in 1959 and is headquartered in Columbia, MD."
GRA,"W.R. Grace &amp; Co. engages in the production and sale of chemicals and materials. It operates through two segments: Grace Catalysts Technologies and Grace Materials Technologies. The Grace Catalysts Technologies segment includes catalysts and related products and technologies used in refining, petrochemical and other chemical manufacturing applications. The Grace Materials Technologies segment includes materials, including silica-based and silica-alumina-based materials, used in coatings, consumer, industrial, and pharmaceutical applications. The company was founded by William Russell Grace in 1854 and is headquartered in Columbia, MD."
GRBK,"Green Brick Partners, Inc. operates as a holding company, which builds and operates ethanol production facilities in the Midwestern U. S. It operates through the Land Development and Homebuilding Services segments. The company was founded on April 11, 2006 and is headquartered in Plano, TX."
GRC,"The Gorman-Rupp Co. engages in the design, manufacture, and global marketing of pumps and pump systems for use in diverse water, wastewater, construction, dewatering, industrial, petroleum, original equipment, agriculture, fire protection, heating, ventilating, and air conditioning, military and other liquid-handling applications. The company was founded by J. C. Gorman and Herbert E. Rupp in 1933 and is headquartered in Mansfield, OH."
GROW,"US Global Investors, Inc. is an investment management company specializing in gold, natural resources, emerging markets and global infrastructure opportunities around the world. The company operates through three segments: Investment Management Services, Investment Management Services-Canada and Corporate Investments. The Investment Management Services segment offers a broad range of investment management products and services to meet the needs of individual and institutional investors. The Investment Management Services-Canada segment is a privately held Toronto-based asset management firm which offers investment management products and services in Canada. The Corporate Investments segment invests for its own account in an effort to add growth and value to its cash position. U.S. Global Investors was founded in 1968 and is headquartered in San Antonio, TX."
GRPN,"Groupon, Inc. is a local commerce marketplace that connects merchants to consumers by offering goods and services at a discount. It operates through three segments: North America, EMEA, which is comprised of Europe, Middle East and Africa, and the remainder of the Company&#x27;s international operations Rest of World. It operates its business under three categories: Local Deals, Groupon Goods and Groupon Getaways. The Local Deals category includes deals with local merchants, deals with national merchants and local events. The Groupon Goods category offers customers the ability to find deals on merchandise across multiple product lines, including electronics, sporting goods, jewelry, toys, home and apparel. The Groupon Getaways category includes travel offers, including hotels, airfare and package deals covering both domestic and international travel. The companywas founded by Andrew D. Mason, Eric P. Lefkofsky and Bradley A. Keywell on January 15, 2008 and is headquartered in Chicago, IL."
GRUB,"GrubHub, Inc. operates as an online and mobile food-ordering company, which connects hungry diners with local takeout restaurants. Its online and mobile ordering platforms allow diners and corporate businesses to order directly from takeout restaurants in the United States and London. The company&#x27;s brands include GrubHub, Seamless, MenuPages and Allmenus. The company was founded on August 8, 2013 and is headquartered in Chicago, IL."
GS,"Goldman Sachs Group, Inc. engages in global investment banking, securities, and investment management, which provides a range of financial services to corporations, financial institutions, governments, and individuals. It operates through the following business segments: Investment Banking, Institutional Client Services, Investing &amp; Lending, and Investment Management. The Investment Banking segment focuses on the provision of financial advisory services public and private sector clients around the world. The Institutional Client Services segment facilitates clients regarding buy and sell financial products, raise funding and manage risk. The Investing &amp; Lending segment includes the company&#x27;s investing and relationship lending activities across various asset classes. The Investment Management segment deals with the provision of investment and wealth advisory services. The company was founded by Marcus Goldman in 1869 and is headquartered in New York, NY."
GSAT,"Globalstar, Inc. provides mobile voice and data communications services through satellite worldwide. The company offers duplex two-way voice and data products, including mobile voice and data satellite communications services and equipment for remote business continuity, recreational, emergency response, and other applications; fixed voice and data satellite communications services and equipment in rural villages, ships, industrial and commercial sites, and residential sites; and satellite data modem services comprising asynchronous and packet data services. Its two-way transmission products also include Qualcomm GSP-1700 satellite voice and data modem, which enables value added resellers to integrate the satellite modem processing with the specific application. The company provides SPOT products, such as SPOT satellite GPS messenger for personal tracking, emergency location, and messaging solutions; SPOT Global phone; and SPOT Trace, an anti-theft asset tracking device. It offers simplex one-way transmission products comprising of STX-2 and STX-3, which enable an integrator&#x27;s product designs to access the company&#x27;s simplex network. The company provides engineering services, such as hardware and software designs to develop specific applications; and installation of gateways and antennas. It serves to government; public safety and disaster relief; recreation and personal; telecommunications; oil and gas; maritime and fishing; natural resources; construction; utilities; and transportation markets. The company was founded in November 2003 and is headquartered in Covington, LA."
GSB,"GlobalSCAPE, Inc. engages in the business of securing data and intellectual property. Its products include managed file transfer; secure electronic mail; file replication and synchronization; secure file transfer protocol; and mobile file sharing. The company was founded in 1996 and is headquartered in San Antonio, TX."
GSBC,"Great Southern Bancorp, Inc. is a bank holding and financial holding company. It Operates business through its subsidiary, Great Southern Bank provides banking products and services. The company offers residential and commercial real estate, construction, other commercial and consumer loans; regular savings, checking, and various money market accounts, fixed-interest rate certificates with varying maturities, and certificates of deposit; and insurance, travel, investment and other related services. Great Southern Bancorp was founded in July 1989 and is headquartered in Springfield, MO."
GSBD,"Goldman Sachs BDC, Inc., a traded business development company, seeks investment opportunities in middle market companies located in the US. The fund focuses on companies with an annual EBITDA of $5 - $75 million. It targets institutional and individual investors with investment and advisory solutions with strategies spanning asset classes, industries and geographies. It provides financing in the form of senior secured debt, unitranche debt, junior secured &amp; mezzanine debt and to a lesser extent investments in equities for acquisitions, refinancing capital for growth, leveraged buyouts, dividend recapitalization and restructuring capital requirements. Its investment size ranges from $10 to $75 million."
GSIT,"GSI Technology, Inc. designs, develops and markets high performance memory products for networking, military, medical, automotive and other applications. It offers long product support life cycles, short lead times, the largest high performance memory product portfolio in the market and complete pre and post-sale support. The company also offers both static random access memory products and low latency DRAM products. GSI Technology was founded by Lee-Lean Shu and Robert Yau in March 1995 and is headquartered in Sunnyvale, CA."
GSM,"Ferroglobe PLC provides silicon and specialty metals. It produces silicon metal and silicon and manganese based alloy, serving key customers in the specialty chemical, aluminum, solar, steel and ductile iron foundry industries. The company was founded on February 5, 2015 and is headquartered in London, the United Kingdom."
GST,"Gastar Exploration Inc. is an independent energy company, which is engaged in the exploration, development and production of oil, natural gas, condensate and natural gas liquids in the U. S. Its operates in Mid-Continent and Appalachia. The company is currently pursuing the development of liquids-rich natural gas in the Marcellus Shale in West Virginia and is also in the early stages of exploring and developing the Hunton Limestone horizontal oil play in Oklahoma. Gastar Exploration was founded by Thomas E. Robinson nan in 1987 and is headquartered in Houston, TX."
GSVC,"GSV Capital Corp is a non-diversified closed-ended fund company. The fund invests in public and private companies located in the US and Non-US. It targets companies operating in the fields of social media, mobile computing and apps, cloud computing, software services, green technology, and education technology. It makes minority investments and provides financing for later-stage capital requirements."
GT,"Goodyear Tire &amp; Rubber Co. is engaged in development, manufactures, distribution, and sale of tires and related products and services worldwide. It manufactures and markets numerous lines of rubber tires for automobiles, trucks, buses, aircraft, motorcycles, farm implements, earthmoving and mining equipment, industrial equipment and various other applications. It operates business through four operating segments representing its regional tire businesses: North American Tire, Europe, Middle East and Africa (EMEA) Tire, Latin American Tire and Asia Pacific Tire. The North American Tire segment develops, manufactures, distributes and sells tires and related products and services in the United States and Canada, and sells tires to various export markets, primarily through intersegment sales. The EMEA Tire segment develops, manufactures, distributes and sells tires for automobiles, trucks, buses, aircraft, motorcycles, farm, earthmoving and mining equipment, and industrial equipment throughout Europe, the Middle East and Africa, and sells tires to various export markets, primarily through intersegment sales. The Latin American Tire segment manufacturing and selling automobile and truck tires throughout Central and South America and in Mexico, and sells tires to various export markets, primarily through intersegment sales. The Asia Pacific Tire segment produces and markets tires for automobiles, light and medium trucks, aircraft, and farm, earthmoving and mining equipment throughout the Asia Pacific region, and sells tires to various export markets, primarily through intersegment sales. The company was founded by Frank A. Seiberling on August 29, 1898 and is headquartered in Akron, OH."
GTIM,"Good Times Restaurants, Inc. owns and operates restaurant franchises. It operates through its wholly owned subsidiary, Good Times Drive Thru, Inc., which engages in the business of developing, owning, operating and franchising hamburger-oriented drive-through restaurants. It operates through the Good Times Burgers and Frozen Custard Restaurants, and Bad Daddy&#x27;s Burger Bar Restaurants segments. The company was founded in 1987 and is headquartered in Lakewood, CO."
GTLS,"Chart Industries, Inc. engages in the manufacture of engineered equipment for the industrial gas, energy, and biomedical industries. It operates through the following segments: Energy and Chemicals, Distribution &amp; Storage, and BioMedical. The Energy and Chemicals segment manufacture products used primarily in energy-related and industrial applications, such as the separation, liquefaction, distribution and storage of hydrocarbon and industrial gases. The Distribution &amp; Storage segment designs, manufactures, and services cryogenic solutions for the storage and delivery of cryogenic liquids used in industrial gas and LNG applications. The BioMedical segment includes respiratory products, cold storage systems and commercial oxygen generation systems. The company was founded in 1992 and is headquartered in Garfield Heights, OH."
GTN,"Gray Television, Inc. is a television broadcasting company. It owns and operates television stations and digital assets in markets throughout the U.S. The firm also broadcast secondary digital channels within a market. The company was founded in 1897 and is headquartered in Atlanta, GA."
GTS,"Triple-S Management Corp. is a holding company, which engages in the provision of insurance services. It operates through the following business segments: Managed Care; Life Insurance; Property and Casualty Insurance; and Other. The Managed Care segment sells managed care products to commercial, medicare, and Medicaid market sectors. The Life Insurance segment offers life, accident, and health insurance coverage, and annuity products. The Property and Casualty Insurance segment covers commercial damages, automotive accidents, and liabilities. The Other segment refers to data processing services organization and health clinic. The company was founded in January 1999 and is headquartered in San Juan, Puerto Rico."
GTT,"GTT Communications, Inc. engages in the provision of telecommunication services. It provides cloud networking services to multinational clients. Its products include wide area network services, internet services, managed network and security, as well as voice and unified communication services. It also offers the Tier 1 IP network which allows client to connect in the world and any application in the cloud. The company was founded by H. Brian Thompson on January 3, 2005 and is headquartered in McLean, VA."
GTXI,"GTx, Inc. is a a biopharmaceutical company, which engages in the discovery, development and commercialization of small molecules for the treatment of cancer, including treatments for breast and prostate cancer, and other serious medical conditions. It focuses on developing selective androgen receptor modulators and selective androgen receptor degrader for the treatment of breast cancer, stress urinary incontinence, Duchenne muscular dystrophy, and prostate cancer. The company was founded by Marc Steven Hanover and Mitchell Shuster Steiner on September 24, 1997 and is headquartered in Memphis, TN."
GTY,"Getty Realty Corp. operates as a real estate investment trust. It acquires, owns, sells, and leases out convenience store and gas service station properties. The company was founded by Leo Liebowitz in 1955 and is headquartered in Jericho, NY."
GUID,"Guidance Software, Inc. provides digital investigative solutions. Its EnCase platform provides an investigative infrastructure that enables customers to search, collect, and analyze electronically stored information in order to address human resources matters, litigation matters, allegations of fraud, suspicious network endpoint activity and defend their organization&#x27;s data assets. It operates through the following segments: Products, Subscription, Professional Services, Training, and Maintenance. The Products segment includes EnCase Enterprise, EnCase eDiscovery, EnCase Analytics, EnCase Cybersecurity, EnCase Forensic, EnCase Portable, Premium License Support Program and hardware sales. The Subscription segment includes subscription services for cloud-based document review and production software. The Professional Services segment performs consulting services and implementations. The Training segment provides training classes to effectively and efficiently use its software products. The Maintenance segment includes maintenance related revenues. The company was founded by Shawn H. McCreight in November 1997 and is headquartered in Pasadena, CA."
GULTU,"Gulf Coast Ultra Deep Royalty Trust is a statutory trust created to hold certain overriding royalty interests future production from McMoRan&#x27;s shallow water Gulf of Mexico and onshore Gulf Coast ultra-deep exploration prospects. The company was founded on December 18, 2012 and is headquartered in Austin, TX."
GV,"Goldfield Corp. engages in the construction of electrical infrastructure for the utility industry and industrial customers. Its activities includes construction of transmission lines, concrete foundations, distribution systems, fiber optic splicing, substations and other electrical services. The company was founded by George Wingfield in 1906 and is headquartered in Melbourne, FL."
GVA,"Granite Construction, Inc. operates as a holding company, which provides infrastructure solutions for public and private clients. It operates through the following segments: Construction, Large Project Construction, and Construction Materials. The Construction segment performs construction management, as well as various civil construction projects with a large portion of the work focused on new construction and improvement of streets, roads, highways, bridges, site work, underground, power-related facilities, water-related facilities, utilities, and others infrastructure projects. The Large Project Construction segment focuses on large, complex infrastructure projects which typically have a longer duration that the Construction segment work; such as major highways, mass transit facilities, bridges, tunnels, waterway locks and dams, pipelines, canals, power-related facilities, water-related facilities, utilities, and airport infrastructure. The Construction Materials segment mines and processes, aggregates and operates plants that product construction materials for internal use and for sale to third parties. The company was founded in January 1990 and is headquartered in Watsonville, CA."
GVP,"GSE Systems, Inc. provides real-time high-fidelity simulation. It provides simulation, educational, and engineering solutions and services to the nuclear and fossil electric utility industry and the chemical and petrochemical industries. The company operates through the following segments: Performance Improvement Solutions and Nuclear Industry Training &amp; Consulting. The Performance Improvement Solutions segment includes simulation products, engineering services, and operation training systems delivered across the industries. This segment primarily nuclear and fossil fuel power generation, and the process industries. The Nuclear Industry Training &amp; Consulting segment provides nuclear operations instructors and other consultants to the nuclear power industry. GSE Systems was founded on March 30, 1994 and is headquartered in Sykesville, MD."
GWB,"Great Western Bancorp, Inc. is a full-service regional bank holding company. It focuses on business and agribusiness banking, complemented by retail banking and wealth management services. The company&#x27;s loan portfolio consists primarily of business loans, which include commercial and industrial, commercial real estate, and agribusiness loans. Great Western Bancorp was founded in 1962 and is headquartered in Sioux Falls, SD."
GWGH,"GWG Holdings, Inc. operates as a financial services company. It engages in the creation of life insurance secondary market for the economic benefit of seniors with life insurance who are seeking post-retirement financial solutions, investors seeking yield derived from non-correlated assets, financial advisors seeking value-added products and services for their clients, and shareholders seeking to gain from the realization of the marketplace. The company was founded by Jon R. Sabes, Paul A. Siegert, and Steven F. Sabes in February 2006 and is headquartered in Minneapolis, MN."
GWR,"Genesee &amp; Wyoming, Inc. engages in the ownership and operation of short line and regional freight railroads as well as in the provision of railcar switching and other rail-related services. It operates through the following segments: North American Operations; Australian Operations; and United Kingdom or European Operations. The North American Operations segment includes operating regions that serves U.S. states and Canadian provinces. The Australian Operations segment provides rail freight services in South Australia, the Northern Territory, and New South Wales. The United Kingdom or European Operations segment handles the majority of the operations of Freightliner Group Limited. The company was founded on September 1, 1977 and is headquartered in Greenwich, CT."
GWRE,"Guidewire Software, Inc. provides software products for property and casualty insurers. Its software product serves as a platform for transformation for property and casualty insurance carriers, enabling them to replace their legacy systems and transform their businesses such as underwriting, policy administration, claims management and billing. The company was founded by John V. Raguin, Marcus S. Ryu, Kenneth W. Branson, John Seybold, Mark Shaw and James Kwak on September 20, 2001 and is headquartered in Foster City, CA."
GWW,"W.W. Grainger, Inc. operates as a distributor of maintenance, repair and operating products. The company offers maintenance, repair and operating supplies and other related products and services through local branches, catalogs and the Internet. It offers a combination of product breadth, local availability, speed of delivery, detailed product information and competitively priced products and services. Its products include material handling equipment, safety and security supplies, lighting and electrical products, power and hand tools, pumps and plumbing supplies, cleaning and maintenance supplies, forestry and agriculture equipment, building and home inspection supplies, vehicle and fleet components and many other items primarily focused on the facilities maintenance market. The company also provides inventory management and energy efficiency solutions. W.W. Grainger was founded by William Wallace Grainger in 1927 and is headquartered in Lake Forest, IL."
GXP,"Great Plains Energy, Inc. is a holding company, which provides electricity. The company operates through its subsidiaries Kansas City Power &amp; Light Co. and KCP&amp;L Greater Missouri Operations Co., which provides electricity to customers primarily in the states of Missouri and Kansas. Great Plains Energy was founded in 2001 and is headquartered in Kansas, MO."
GYRO,"Gyrodyne LLC engages in the investment in and the acquisition, ownership, and management of portfolios of medical office; industrial and development; and residential properties Its properties includes Flowerfield, Port Jefferson Professional Park, Courtland Medical Center, and Grove. The company was founded by Peter James Papadakos in 1946 and is headquartered in Saint James, New York."
H,"Hyatt Hotels Corp. is a global hospitality company. It engages in the development and management of resort and hotel chains. The company operates through the following segments: Owned &amp; Leased Hotels, Americas Management &amp; Franchising, ASPAC management and franchising and EAME or SW Asia management and franchising. The Owned and Leased Hotels segment offers hospitality services and hotels in the United States. The Americas Management and Franchising segment consists of properties located in the United States, Latin America, Canada and the Caribbean. The ASPAC Management and Franchising segment consists of its management and franchising of properties located in Southeast Asia, as well as greater China, Australia, South Korea, Japan and Micronesia. The EAME/SW Asia Management segment consists of its management and franchising of properties located primarily in Europe, Africa, the Middle East, India, Central Asia and Nepal. Hyatt Hotels was founded by Thomas Jay Pritzker in 1957 and is headquartered in Chicago, IL."
HA,"Hawaiian Holdings, Inc. operates as a holding company for Hawaiian Airlines, Inc. The company through its subsidiary Hawaiian Airlines, Inc. is engaged in the scheduled air transportation of passengers and cargo amongst the Hawaiian Islands between the Hawaiian Islands and certain cities in the United States and between the Hawaiian Islands and the South Pacific, Australia and Asia (the International routes). It offers non-stop service to Hawaii from more U.S. gateway cities and also provides daily flights between the Hawaiian Islands. Hawaiian Holdings is headquartered in Honolulu, HI."
HABT,"The Habit Restaurants, Inc. owning and operating The Habit Burger Grill, which prepares made-to-order char-grilled burgers and sandwiches featuring USDA choice tri-tip steak, grilled chicken and sushi-grade albacore tuna cooked over an open flame. The company was founded on July 24, 2014 and is headquartered in Irvine, CA."
HAE,"Haemonetics Corp. operates as a global healthcare company, which engages in the provision of products for processing, handling, and analysis of blood. Its products are divided into four categories: Plasma, Blood Center, Hospital, and Software Solutions. The Plasma product line includes plasma collection market for fractionation and the company&#x27;s plasma products. The Blood Center product line offers blood collection market for transfusion and the company&#x27;s blood center products. The Hospital product line provides transfusion market for hospitals and the company&#x27;s hospital products. The Software Solutions deals with the software products and services. The company was founded by Allen Latham, Jr. in 1971 and is headquartered in Braintree, MA."
HAFC,"Hanmi Financial Corp. operates as a bank holding company, which provides commercial banking and financial services. The company operates through its subsidiary, Hanmi Bank. It provides deposit services which include business and personal checking accounts, savings accounts, negotiable order of withdrawal accounts, money market accounts and certificates of deposit. Hanmi Financial was founded on March 14, 2000 and is headquartered in Los Angeles, CA."
HAIN,"Hain Celestial Group, Inc. engages in the production and distribution of organic and natural products. It offers products grocery, snacks, tea, personal care, and poultry. The grocery products covers infant formula, rice, and grain-based products, plant-based beverages, and frozen desserts, chocolate, pastas, fresh fruits, refrigerated and frozen soy protein meat-alternative, and marmalade products. The snacks products include potato, root vegetables, and other exotic vegetable chips. The tea products refers to herbal green, black, wellness, rooibos and chai tea lattes. The personal care products include skin, hair, and oral care, deodorants, baby care items, acne treatment, body washes and sunscreen. The poultry products are the protein products manufactured and marketed as antibiotic-free or organic, vegetarian fed and humanely raised, including kosher products. It operates through the following geographical segments: the United States, the United Kingdom, Hain Pure Protein, Canada and Europe. The company was founded by Irwin David Simon on May 19, 1993 and is headquartered in Melville, NY."
HAL,"Halliburton Co. engages in the provision of services and products to the energy industry related to the exploration, development, and production of oil and natural gas. It operates through the Completion and Production; and Drilling and Evaluation business segments. The Completion and Production segment delivers cementing, stimulation, intervention, pressure control, specialty chemicals, artificial lift, and completion services. The Drilling and Evaluation segment provides field and reservoir modeling, drilling, evaluation, and wellbore placement solutions that enable customers to model, measure, and optimize their well construction activities. The company was founded by Erle P. Halliburton in 1919 and is headquartered in Houston, TX."
HALL,"Hallmark Financial Services, Inc. is a holding company, which engages in the provision of insurance products. It operates through the following segments: Standard Commercial, Specialty Commercial, and Personal. The Standard Commercial segment offers property, casualty, and accident insurance services. The Specialty Commercial segment includes assurance products to aviation, satellite launch, commercial umbrella, and medical professional liability. The Personal segment deals with vehicle and home insurance. The company was founded in 1987 and is headquartered in Fort Worth, TX."
HALO,"Halozyme Therapeutics, Inc. is a biopharmaceutical company, which engages in developing and commercializing novel oncology therapies that target the tumor microenvironment. Its products include PEGPH20, HTI-1511, PEG-ADA2, and HYLENEX recombinant. The company was founded by Gregory Ian Frost on February 26, 1998 and is headquartered in San Diego, CA."
HAS,"Hasbro, Inc. engages in the provision of children and family leisure time products and services with a portfolio of brands and entertainment properties. The company operates under the brand names such as Littlest Pet Shop; Magic: The Gathering; Monopoly; My Little Pony; Nerf; Play-Doh; and Transformers. It operates through the following segments: United States and Canada, International, and Entertainment and Licensing. The United States and Canada segment refers to the marketing and sale of products in the United States and Canada which include the innovation and reinvention of toys and games. The International segment the marketing and sale of their product categories to retailers and wholesalers in most countries in Europe, Latin and South America, and the Asia Pacific region and through distributors in those countries where there is no direct presence. The Entertainment and Licensing segment refers to the consumer products licensing, digital gaming, television, and movie entertainment operations of the company. The company was founded by Henry Hassenfeld and Hilal Hassenfeld in 1923 and is headquartered in Pawtucket, RI."
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc. engages in the provision of financial solutions. It specializes in providing providing preferred or senior level capital to sponsors and obligors for assets that generate long-term, recurring and predictable cash flows. It focuses on Energy Efficiency, and Renewable Energy Projects. The Energy Efficiency Projects offers improvement and installation services to various building components, including heating, ventilation and air conditioning systems, lighting, energy controls, roofs, windows, as well as building shells, and power systems. The Renewable Energy Projects deploys cleaner energy sources, such as solar and wind to generate power production. The company was founded on November 7, 2012 and is headquartered in Annapolis, MD."
HAWK,"Blackhawk Network Holdings, Inc. engages in the provision of payment network utilizing proprietary technology to offer to consumers and businesses a broad range of prepaid cards in physical and electronic forms, as well as prepaid products, payment services, and incentives solutions. It operates through the following segments: U.S. Retail, International, and Incentives &amp; Rewards. The U.S. Retail segment refers to the sale of prepaid cards to consumers in the U.S. through its physical retail distribution partners as through its various online distribution channels. The International segment is comprised of the operations of Retailo AG and its subsidiaries, the Grass Roots Group Holding Limited and its subsidiaries, new retail distribution partners, new prepaid products and content, and third-party online sales. The Incentives &amp; Rewards segment is primarily the acquisition of InteliSpend Prepaid Solutions, LLC and its subsidiaries, Parago, Inc and its subsidiaries, Achievers Corp. and its subsidiaries, and 888extramoney.com LLC. The company was founded in 2001 and is headquartered in Pleasanton, CA."
HAYN,"Haynes International, Inc. engages in the development, manufacture, and marketing of nickel- and cobalt-based alloys used in corrosion and high-temperature applications. Its products consist of high-temperature resistant and corrosion-resistant alloys. It also offers its products as seamless and welded tubulars, and in slab, bar, billet, and wire forms. The company was founded by Elwood P. Haynes in 1912 and is headquartered in Kokomo, IN."
HBAN,"Huntington Bancshares, Inc. operates as a bank holding company. It provides commercial and consumer banking services, mortgage banking services, automobile financing, recreational vehicle and marine financing, equipment leasing, investment management, trust services, brokerage services, insurance programs, and other financial products and services. The company operates through the following segments: Consumer &amp; Business Banking, Commercial Banking, Commercial Real Estate &amp; Vehicle Finance, Regional Banking &amp; The Huntington Private Client Group, and Home Lending. The Consumer &amp; Business Banking segment provides financial products and services to consumer and small business customers including but not limited to checking accounts, savings accounts, money market accounts, certificates of deposit, investments, consumer loans, credit cards and small business loans. The Commercial Banking segment provides products and services to the middle market, large corporate, and government public sector customers located primarily within its geographic footprint. The segment is divided into following business units: Middle Market, Large Corporate, Specialty Banking, Asset Finance, Capital Markets, Treasury Management, and Insurance. The Commercial Real Estate &amp; Vehicle Finance segment provides products and services include providing financing for land, buildings, and other commercial real estate owned or constructed by real estate developers, automobile dealerships, or other customers with real estate project financing needs, and financing for the purchase of automobiles, light-duty trucks, recreational vehicles and marine craft at franchised dealerships, financing the acquisition of new and used vehicle inventory of franchised automotive dealerships. The Regional Banking and The Huntington Private Client Group segment consists of private banking, wealth &amp; investment management, and retirement plan services. The Home Lending segment originates and services consumer loans and mortgages for customers who are located in primary banking markets. Huntington Bancshares was founded in 1966 and is headquartered in Columbus, OH."
HBCP,"Home Bancorp, Inc. operates as a holding company for Home Bank, which engages in attracting deposits from the general public and using those funds to invest in loans and securities. It primarily collects customer deposits, repayments of loans, repayments of investments and funds borrowed from outside sources such as the Federal Home Loan Bank to provide loan services including ne-to-four-family first mortgage loans, home equity loans and lines, commercial real estate loans, construction and land loans, multi-family residential loans, commercial and industrial, and consumer loans. The company was founded in May 2008 and is headquartered in Lafayette, LA."
HBHC,"Hancock Holding Co. is a bank holding company of Whitney Bank and Hancock Bank, which offers a broad range of community banking services to commercial, small business and retail customers. The company also provides trust and investment management services to retirement plans, corporations and individuals. It offers other service through Non bank subsidiaries provides discount investment brokerage services, annuity products, and life insurance, general insurance agency services, including life and title insurance, consumer financing service. The Company segments loans into commercial non-real estate, construction and land development, commercial real estate, residential mortgage and consumer. Hancock Holding was founded in 1984 and is headquartered in Gulfport, MS."
HBI,"Hanesbrands, Inc. is a consumer goods company, which engages in the design, manufacture, sourcing, and sale of men&#x27;s and women&#x27;s basic apparel. It operates its business through the following segments: Innerwear, Activewear, Direct to Consumer, and International. The Innerwear segment focuses on core apparel products, such as intimate apparel; men&#x27;s underwear; kids&#x27; underwear and socks; marketed under various brands. The Activewear segment serves activewear and casual wear markets through its Hanes, Champion, Just My Size, and Duofold brands, where it sells products such as T-shirts and fleece to both retailers and wholesalers. The Direct to Consumer segment operations include its outlet stores and Internet operations. The International segment includes products that span across the Innerwear and Outerwear segments. The company was founded by J. Wesley Hanes in 1901 and is headquartered in Winston Salem, NC."
HBIO,"Harvard Bioscience, Inc. develops, manufactures, and markets broad range of specialized products, primarily apparatus and scientific instruments. It operates under the geographical segments: United States, Germany, United Kingdom, and Rest of the world. It sells its products through catalog, Website, distributors, and direct sales force. The company was founded by Dr. William T. Porter in 1901 and is headquartered in Holliston, MA."
HBMD,"Howard Bancorp, Inc. operates as a holding company for Howard Bank, which engages in community banking. It provides commercial banking, insurance, investments, mortgage banking, consumer finance, and real estate loans through banking branches, the internet, and other distribution channels to businesses, business owners, professionals and other consumers located primarily in Howard County and Maryland. The company was founded by Mary Ann Scully in April 2005 and is headquartered in Ellicott City, MD."
HBNC,"Horizon Bancorp operates as a bank holding company. The company through its subsidiary bank, provides commercial and retail banking services, corporate and individual trust and agency services and other services incident to banking. The bank through its subsidiaries, manages the investment portfolio of the bank and manages the real estate investment trust. It offers general services, personal banking, business banking, investment &amp; trust, and mortgage services. Horizon Bancorp was founded on April 26, 1983 and is headquartered in Michigan City, IN."
HBP,"Huttig Building Products, Inc. engages in the distribution of millwork, building materials, and wood products. The firm offers its services for residential construction as well as in home improvement, remodeling, and repair. Its customer base includes building materials dealers, national buying groups, home centers, and industrial users including makers of manufactured homes. The company was founded by Charles H. Huttig in 1885 and is headquartered in St. Louis, MO."
HCA,"HCA Healthcare, Inc. is a health care services company, which engages in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers. It offers a full range of services to accommodate such medical specialties as internal medicine, general surgery, cardiology, oncology, neurosurgery, orthopedics and obstetrics, as well as diagnostic and emergency services. The company was founded on November 22, 2010 and is headquartered in Nashville, TN."
