symbol,content
FLIC,"The First of Long Island Corporation is a one-bank holding company. The Company provides financial services through its subsidiary, The First National Bank of Long Island (the Bank). Its services include account reconciliation services, bank by mail, personal money orders, bill payment, remote deposit, cash management services, safe deposit boxes, collection services securities transactions, controlled disbursement accounts, signature guarantee services, drive-through banking, merchant credit card services, and investment management and trust services. Its loan portfolio consists of loans to borrowers on Long Island and in the boroughs of New York City, and its real estate loans are secured by properties located in those areas. It has an Investment Management Division that provides investment management, pension trust, personal trust, estate and custody services. Additionally, the Bank has two commercial banking branches in Manhattan."
FLIR,"FLIR Systems, Inc. (FLIR) designs, develops, markets and distributes thermal imaging systems, visible-light imaging systems, locater systems, measurement and diagnostic systems and threat-detection solutions. The Company's segments include Surveillance, Instruments, Security, OEM & Emerging Markets, Maritime and Detection. Its Surveillance segment provides enhanced imaging and recognition solutions. Its Instruments segment provides devices that image, measure and assess thermal energy, gases and other environmental elements for industrial, commercial, and scientific applications under the FLIR and Extech brands. Its OEM & Emerging Markets segment provides thermal imaging camera cores and components. Its Maritime segment develops and manufactures electronics and imaging instruments. Its Security segment develops and manufactures a range of cameras and video recording systems. The Detection segment offers sensors, instruments and integrated platform solutions."
FLKS,"Flex Pharma, Inc. is a biotechnology company. The Company develops treatments for nocturnal leg cramps, muscle cramps and spasms associated with severe neuromuscular conditions, and exercise associated muscle cramps (EAMCs). The Company's product candidates activate certain receptors in primary sensory neurons, which then act through neuronal circuits to reduce the repetitive firing, or hyperexcitability, of alpha-motor neurons in the spinal cord, thereby preventing or reducing the frequency and intensity of muscle cramps and spasms. The Company operates through developing and commercializing products for nocturnal leg cramps, muscle cramps, spasms and spasticity associated with severe neuromuscular conditions, and exercise-associated muscle cramps segment. The Company's lead drug product candidate is FLX-787, which is in the Phase II clinical trial stage. It is developing a consumer brand and products specifically formulated to treat athletes suffering from EAMCs."
FLL,"Full House Resorts, Inc. owns, operates, develops, manages, and/or invests in casinos and related hospitality and entertainment facilities. The Company's casino/resort segments include the Silver Slipper Casino & Hotel in Hancock County, Mississippi; the Rising Star Casino Resort in Rising Sun, Indiana, and the Northern Nevada segment, which consists of the Grand Lodge Casino in Incline Village, Nevada and Stockman's Casino in Fallon, Nevada. The Company's Development/Management segment includes costs associated with casino-related development and management projects. The Company has a leased property, Grand Lodge Casino. The Rising Star Casino Resort is located on the banks of the Ohio River in Rising Sun, Indiana. The Silver Slipper Casino & Hotel is situated on the far west end of the Mississippi Gulf Coast in Bay St. Louis, Mississippi. The Grand Lodge Casino is located within Hyatt Regency in Incline Village, Nevada on the north shore of Lake Tahoe."
FLO,"Flowers Foods, Inc. is a producer and marketer of packaged bakery products. The Company operates in two segments: direct-store-delivery segment (DSD Segment) and warehouse delivery segment (Warehouse Segment). The DSD segment produces fresh breads, buns, rolls, tortillas and snack cakes sold primarily by a network of independent distributors to retail and foodservice customers in the areas of the United States: East, South, Southwest, California, and select markets in the Midwest, Pacific Northwest, Nevada, and Colorado. The Warehouse Segment produces snack cakes, breads and rolls that are shipped both fresh and frozen to national retail, foodservice, vending, and co-pack customers through their warehouse channels. The Warehouse Segment supplies national and regional restaurants, institutions and foodservice distributors, and retail in-store bakeries with breads and rolls. It also sells packaged bakery products to wholesale distributors for ultimate sale to a range of food outlets."
FLR,"Fluor Corporation (Fluor) is a holding company. The Company operates its business in four segments: Energy, Chemicals & Mining; Industrial, Infrastructure & Power; Government, and Maintenance, Modification & Asset Integrity (MMAI). The Company, through its subsidiaries, offers professional services providing engineering, procurement, construction, fabrication and modularization, commissioning and maintenance, as well as project management services on a global basis. The Company is an integrated solutions provider for various industries, including oil and gas, chemicals and petrochemicals, mining and metals, transportation, power, life sciences and advanced manufacturing. It is also a service provider to the United States federal Government and governments abroad. It offers services in various categories, including engineering and design, procurement, construction, fabrication, maintenance, modification and asset integrity and project management."
FLS,"Flowserve Corporation is a manufacturer and aftermarket service provider of flow control systems. The Company's segments include Engineered Product Division, Industrial Product Division and Flow Control Division. Its geographic segments include North America, Europe, Asia Pacific, Middle East and Africa, and Latin America. It develops and manufactures precision-engineered flow control equipment integral to the movement, control and protection of the flow of materials in its customer's critical processes. Its product portfolio of pumps, valves, seals, automation and aftermarket services supports infrastructure industries, including oil and gas, chemical, power generation and water management. It offers aftermarket equipment services, such as installation, diagnostics, repair and retrofitting through manufacturing platform and network of Quick Response Centers. Its products include oil and gas, general industries, chemical, power generation and water management."
FLT,"FleetCor Technologies, Inc. is a provider of workforce payment products. The Company offers fuel card payments product solutions, corporate payments products, toll products, lodging cards and gift cards. The Company operates through two segments: North America and International. Its products are sold to businesses, retailers, oil companies and marketers and government entities. Its payment programs enable its customers to manage and control their commercial payments, card programs, and employee spending and provide card-accepting merchants with a customer base that can increase their sales and customer loyalty. The Company also provides a suite of fleet related and workforce payment products, including mobile telematics services, fleet maintenance management and employee benefit and transportation related payments. As of December 31, 2016, its products were used in 53 countries around the world, with its primary geographies in the United States, Brazil and the United Kingdom."
FLWS,"1-800-FLOWERS.COM, Inc. is a provider of gourmet food and floral gifts for all occasions. The Company offers gifts for every occasion, including fresh flowers and a selection of plants, gift baskets, gourmet foods, confections, candles, balloons and stuffed animals. The Company operates through three business segments: Consumer Floral, Gourmet Food and Gift Baskets, and BloomNet Wire Service. The Consumer Floral segment includes the operations of the Company's flagship brand, 1-800-Flowers.com, FruitBouquets.com and Flowerama. The Gourmet Food and Gift Baskets segment includes the operations of Harry & David (which includes Wolferman's, Moose Munch and Stockyards.com), Fannie May Confections Brands (which includes Harry London), Cheryl's (which includes Mrs. Beasley's), The Popcorn Factory, DesignPac and 1-800-Baskets. The BloomNet Wire Service segment includes the operations of BloomNet and Napco."
FLXN,"Flexion Therapeutics, Inc. is a United States-based specialty pharmaceutical company. The Company is focused on the development and commercialization of local therapies for the treatment of patients with musculoskeletal conditions, beginning with osteoarthritis (OA), a type of degenerative arthritis. The Company's lead product candidate, Zilretta, is a late-stage, injectable, extended-release, intra-articular (IA) investigational steroid. The Company is developing Zilretta as a treatment for patients with moderate to severe OA knee pain. The Company has specifically designed Zilretta to combine a steroid, triamcinolone acetonide (TCA) with poly lactic-co-glycolic acid (PLGA), for providing sustained therapeutic concentrations in the joint and persistent analgesic effect. The Company's other product candidates include FX007 for post-operative pain and FX005 for the treatment of end-stage OA patients. The Company is engaged in conducting a Phase IIb clinical trial of Zilretta."
FLXS,"Flexsteel Industries, Inc. is a manufacturer, importer, marketer and distributor of residential and commercial upholstered and wood furniture products in the United States. The Company offers its products for contract under categories, such as hospitality, healthcare, senior living, government and commercial office. It offers furniture for common areas, guest rooms, dining areas, patient rooms, resident rooms, work spaces, reception areas, administrative and collaborative spaces. Its range of offering includes chairs, sofas, benches, ottomans, pillows, barstools, tables, headboards, group seating, desks & hutches, causeway collection, presentation boards, bookcases, recliners and storage. It also offers sectionals, reclining furniture, lift reclining furniture, media consoles, night stands and side tables, among others, for home. It offers various products for recreation, such as bucket seats, fold-n-tumble, dinette seating, helm seating and modular sectionals."
FMBI,"First Midwest Bancorp, Inc. is a bank holding company. The Company's principal subsidiary, First Midwest Bank (the Bank), is an Illinois state-chartered bank and provides a range of banking, treasury and wealth management products and services, to commercial and industrial, commercial real estate, municipal and consumer customers. As of December 31, 2016, the Bank operated primarily throughout the Chicago metropolitan area, as well as northwest Indiana, central and western Illinois, and eastern Iowa through 117 banking locations. The Bank offers capital market products to commercial customers as risk management solutions, which include derivatives and interest rate risk products. The Bank provides an array of financing products to developers, investors and other real estate professionals, which include funding for the construction, purchase, refinance or improvement of commercial real estate properties. The Company's loan portfolio consists of both corporate and consumer loans."
FMC,"FMC Corporation is a diversified chemical company serving agricultural, consumer and industrial markets. The Company operates in three business segments: FMC Agricultural Solutions, FMC Health and Nutrition, and FMC Lithium. As of December 31, 2016, the FMC Agricultural Solutions segment developed, marketed and sold three classes of crop protection chemicals: insecticides, herbicides and fungicides. The Company's FMC Agricultural Solutions segment operates in the agrochemicals industry. This segment develops, manufactures and sells a portfolio of professional pest control, and lawn and garden products. The FMC Health and Nutrition segment focuses on nutritional ingredients, health excipients and functional health ingredients. The Company's FMC Health and Nutrition segment focuses on food ingredients, pharmaceutical excipients and omega-3 oils. The Company's FMC Lithium segment manufactures lithium for use in a range of lithium products."
FMD,"The First Marblehead Corporation is a finance company, focused on education financing marketplace in the United States. The Company provides loan programs on behalf of its lender clients for undergraduate and graduate students and for college graduates seeking to refinance private education loan. It offers services through its Monogram loan product service platform. The Company partners with lenders to design and administer education loan programs through its Monogram platform, which are typically school-certified. These programs are designed to be marketed through educational institutions or to prospective borrowers and their families directly and to generate portfolios intended to be held by the originating lender or financed in the capital markets. The also Company offers other services on a stand-alone fee-for-service basis in support of its clients, including tuition management, loan processing and disbursement, loan origination, portfolio management and securitization services."
FMER,"FirstMerit Corporation is a bank holding company. The Company's business consists of owning and supervising its affiliates. It operates through FirstMerit Bank, N.A. and its other subsidiaries, providing a range of banking, fiduciary, financial, insurance and investment services to customers throughout Ohio, the Chicago, Illinois-metropolitan area, Michigan, Wisconsin and Western Pennsylvania. Its segments include Commercial, Retail, Wealth and Other. The Commercial segment provides various lending, depository and related financial services. The Retail segment includes consumer lending and deposit gathering, residential mortgage loan origination and servicing, and branch-based small business banking. The Wealth segment offers a range of asset management, private banking, financial planning, estate settlement and administration, credit and deposit products and services. The Other segment includes activities of the parent company, community development operations and the treasury group."
FMI,"Foundation Medicine, Inc. is a molecular information company. The Company sells products that are enabled by its molecular information platform to physicians and biopharmaceutical companies. It is engaged in the business of delivering molecular information about cancer to its customers. Its platform includes various methods and algorithms for analyzing specimens across various types of cancer. Its suite of clinical molecular information products includes FoundationOne, which is used for solid tumors; FoundationOne Heme, which is used for blood-based cancers or hematologic malignancies, including leukemia, lymphoma, myeloma, pediatric cancers and advanced sarcoma; FoundationACT (Assay for Circulating Tumor DNA), which is a blood-based (liquid biopsy) assay that evaluates circulating tumor deoxyribonucleic acid (ctDNA), and FoundationFocus CDxBRCA, which is a companion diagnostic assay to aid in identifying women with ovarian cancer for whom treatment with Rubraca (rucaparib)."
FMNB,"Farmers National Banc Corp. is a one-bank holding company. The Company's principal business consists of owning and supervising its subsidiaries. The Company operates through tree segments: the Bank, Trust and Retirement Consulting. The Company operates principally through its subsidiaries, The Farmers National Bank of Canfield (the Bank or Farmers Bank), Farmers Trust Company (Trust or Farmers Trust), National Associates, Inc. (NAI) and Farmers National Captive, Inc. (Captive). The Bank's subsidiaries include Farmers National Insurance, LLC (Farmers Insurance) and Farmers of Canfield Investment Co. (Farmers Investments). The banking operation offers loans, investments and deposits; the trust operations provide trust services, and the retirement consulting operations offer consulting services. The Company and its subsidiaries operate in the domestic banking, trust, retirement consulting, insurance and financial management industries."
FMSA,"Fairmount Santrol Holdings Inc. is a provider of sand-based proppant solutions. The Company operates through two segments: Proppant Solutions, and Industrial & Recreational (I&R) Products. Its Proppant Solutions segment provides sand-based proppants for use in hydraulic fracturing operations throughout the United States and Canada, Argentina, Mexico, China, northern Europe and the United Arab Emirates. Its I&R segment provides raw, coated, and custom blended sands to the foundry, building products, glass, turf and landscape, and filtration industries in North America. Its asset base includes approximately 800 million tons of proven and probable mineral reserves. As of March 2017, the Company had 10 sand processing facilities with 16.8 million tons of annual sand processing capacity. Its coating facilities include operations in Mexico, Denmark and China, through which it serves international oil and gas markets."
FNB,"F.N.B. Corporation is a financial holding company. The Company operates through four segments: Community Banking, Wealth Management, Insurance and Consumer Finance. Its Community Banking segment consists of First National Bank of Pennsylvania (FNBPA), which offers services, including commercial and individual demand, savings and time deposit accounts and commercial, mortgage and individual installment loans. It operates its Community Banking business through a network of over 290 branches in Pennsylvania, Ohio, Maryland and West Virginia. Its Wealth Management segment delivers wealth management services to individuals, corporations and retirement funds, as well as existing customers of Community Banking. The Company's Insurance segment operates principally through First National Insurance Agency, LLC (FNIA), which is a subsidiary of the Corporation. Its Consumer Finance segment operates through its subsidiary, Regency Finance Company. It also operates other non-banking subsidiaries."
FNFG,"First Niagara Financial Group Inc. is a bank holding company for First Niagara Bank, N.A. (the Bank). The Bank is engaged in providing financial services to individuals and businesses in New York, Western and Eastern Pennsylvania, Connecticut, and Western Massachusetts. The Bank is a nationally chartered regional bank providing financial services to individuals, families and businesses. The Bank operates through two segments: banking and financial services. The banking segment includes all of its retail and commercial banking operations. The financial services segment includes its insurance operations. Its financial services activities consist predominantly of insurance sales. Its financial services activities consist of insurance sales. The Bank provides a range of products and services through its retail consumer, commercial, business services and wealth management operations, including retail banking, cash management, insurance and wealth management products."
FNGN,"Financial Engines, Inc. is a provider of independent, technology-enabled financial advisory services, discretionary portfolio management, personalized investment advice, financial and retirement income planning, and financial education and guidance. The Company offers personalized plans for saving, investing, and generating retirement income, as well as by providing assessments of retirement income needs and readiness. The Company's advice and planning services cover employer-sponsored defined contribution (DC) accounts (401(k), 457, and 403(b) plans), individual retirement account (IRA) accounts, and taxable accounts. For individuals, the Company provides discretionary portfolio management, personalized investment advice, financial and retirement income planning, financial education and guidance. The Company maintains two types of relationships with individuals: DC plan participants in the workplace and Individuals outside the workplace."
FNHC,"Federated National Holding Company (FNHC) is an insurance holding company that controls all steps in the insurance underwriting, distribution and claims processes through its subsidiaries and its contractual relationships with its independent agents and general agents. The Company is authorized to underwrite homeowners' multi-peril (homeowners), commercial general liability, federal flood, personal auto and various other lines of insurance in Florida and various other states. The Company markets, distributes and services its own and third-party insurers' products and its other services through a network of independent agents. The Company's insurance lines of business include Homeowners' Property and Casualty Insurance, Commercial General Liability, Personal Automobile and Flood. FNIC and MNIC underwrite homeowners' insurance in Florida, and FNIC underwrites insurance in Alabama, Louisiana and South Carolina. Alabama and Louisiana."
FNLC,"The First Bancorp, Inc. is the bank holding company of First National Bank (the Bank). The Bank offers a range of financial services to individuals and companies in coastal Maine. The Company, through First Advisors, a division of the Bank, offers a range of private banking, financial planning, investment management and trust services to individuals, businesses, non-profit organizations and municipalities of various asset sizes. The Bank also offers automated teller machine (ATM) processing services. The Bank offers a range of loans, such as commercial loans, including real estate loans, construction loans and other loans; municipal loans; residential loans, including term loans and construction loans; home equity line of credit, and consumer loans. The Bank offers various deposits, such as demand deposits, negotiable order of withdrawal (NOW) accounts, money market accounts, savings and certificates of deposits."
FNSR,"Finisar Corporation (Finisar) is a provider of optical subsystems and components that are used in data communication and telecommunication applications. The Company's optical subsystems consist of transmitters, receivers, transceivers, transponders and active optical cables, which provide the fundamental optical-electrical or optoelectronic interface for interconnecting the electronic equipment used in these networks, including the switches, routers, and servers used in wireline networks. These products rely on the use of semiconductor lasers and photodetectors in conjunction with integrated circuits and optoelectronic packaging to provide a means for transmitting and receiving digital signals over fiber optic cable at speeds ranging from less than one gigabit per second (Gbps), to more than 100 Gbps, over distances of less than 10 meters to more than 2,000 kilometers, using a range of network protocols and physical configurations."
FNWB,"First Northwest Bancorp is the bank holding company for First Federal Savings and Loan Association of Port Angeles (the Bank). The Bank is a community-oriented financial institution primarily serving the North Olympic Peninsula region of Washington. The Bank offers a range of products and services focused on the lending and depository needs of the communities it serves. The Bank provides commercial and consumer banking services to individuals and businesses located primarily on the Olympic Peninsula in the State of Washington. These services include deposit and lending transactions that are supplemented with borrowing and investing activities. The Bank's principal lending activities are focused on first lien one- to four-family mortgage loans, and commercial and multi-family real estate loans. The Bank also makes construction and land loans (including lot loans), commercial business loans and consumer loans."
FOE,"Ferro Corporation (Ferro) produces specialty materials that are sold to a range of manufacturers. The Company's segments include Performance Coatings; Performance Colors and Glass, and Pigments, Powders and Oxides. Its Performance Coatings segment includes Tile Coating Systems and Porcelain Enamel. Its manufacturers make products for various end-use markets. The Company's products fall into two general categories: functional coatings, which perform specific functions in the manufacturing processes and end products of its customers, and color solutions, which provide aesthetic and performance characteristics to its customers' products. Its products are used in a range of product applications in markets, including appliances, automobiles, building and renovation, electronics, household furnishings, industrial products and packaging."
FOLD,"Amicus Therapeutics, Inc. is a biotechnology company. The Company is engaged in the discovery, development and commercialization of a set of treatments for patients living with devastating rare and orphan diseases. Its lead product, migalastat HCl is a small molecule that can be used as a monotherapy and in combination with enzyme replacement therapy (ERT) for Fabry disease. Its pipeline also includes SD-101, which is a product candidate in late-stage development, as a potential first-to-market therapy for the chronic, rare connective tissue disorder Epidermolysis Bullosa (EB). It is also leveraging its Chaperone-Advanced Replacement Therapy (CHART) platform technologies to develop ERT products for Pompe disease, Fabry disease, and potentially other lysosomal storage disorders (LSDs). The Company is also investigating preclinical and discovery programs in other rare and devastating diseases, including cyclin-dependent kinase-like 5 (CDKL5) deficiency."
FONR,"Fonar Corporation (Fonar) is engaged in the business of designing, manufacturing, selling and servicing magnetic resonance imaging (MRI) scanners, which utilizes MRI technology for the detection and diagnosis of human disease, abnormalities, other medical conditions and injuries. The Company operates its business through two segments: Medical Equipment segment, and Physician Management and Diagnostic Services segment. Its Medical Equipment segment is conducted through Fonar. Its Physician Management and Diagnostic Services segment is conducted through its subsidiary Health Management Company of America (HMCA). It offers Upright MRI, which is used to scan any part of the body. The Upright MRI allows patients to be scanned in various conditions, such as standing, sitting, bending or lying down in any position. The Company offers SMART, where scanning allows for same-scan customization of 63 slices."
FORD,"Ford Motor Company is a global automotive and mobility company. The Company's business includes designing, manufacturing, marketing, and servicing a full line of Ford cars, trucks, and sport utility vehicles (SUVs), as well as Lincoln luxury vehicles. The Company operates in four segments: Automotive, Financial Services, Ford Smart Mobility LLC, and Central Treasury Operations. The Automotive segment primarily includes the sale of Ford and Lincoln brand vehicles, service parts, and accessories across the world. The Financial Services segment primarily includes its vehicle-related financing and leasing activities at Ford Motor Credit Company LLC. Ford Smart Mobility LLC is a subsidiary formed to design, build, grow, and invest in emerging mobility services. The Central Treasury Operations segment is primarily engaged in decision making for investments, risk management activities, and providing financing for the Automotive segment."
FORR,"Forrester Research, Inc. (Forrester) is an independent research, data, and advisory services firm. The Company offers research, data, advisory and related services that are thematic, prescriptive and executable, and that provide a perspective on the changing business environment. Its segments include Research, Product and Project Consulting. The Research segment is responsible for writing the research and performing the Webinars and inquiries for its Research and Connect products. The Product segment includes the product management organization that is responsible for product pricing and packaging and the launch of new products. In addition, this segment includes its Data, Connect and Events organizations. The Project Consulting segment offers project consulting services. Its products and services are categorized into Forrester Research, Forrester Connect, Forrester Data, Forrester Consulting and Forrester Events."
FOSL,"Fossil Group, Inc. is a design, marketing and distribution company that specializes in consumer fashion accessories. The Company's segments include Americas, Europe and Asia. Each segment includes sales to wholesale and distributor customers, and sales through the Company-owned retail stores and e-commerce activities based on the location of the selling entity. The Americas segment includes sales to customers based in Canada, Latin America and the United States. The Europe segment includes sales to customers based in European countries, the Middle East and Africa. The Asia segment includes sales to customers based in Australia, China, India, Indonesia, Japan, Malaysia, New Zealand, Singapore, South Korea, Taiwan and Thailand. The Company's principal offerings include a line of men's and women's fashion watches and jewelry, handbags, small leather goods, belts, sunglasses and soft accessories."
FOXA,"Twenty-First Century Fox, Inc. is a media and entertainment company. The Company's segments include Cable Network Programming; Television; Filmed Entertainment, and Other, Corporate and Eliminations. The Cable Network Programming segment produces and licenses news, business news, sports, general entertainment, factual entertainment and movie programming for distribution. The Television segment is engaged in the operation of broadcast television stations and the broadcasting of network programming in the United States. The Filmed Entertainment segment is engaged in the production and acquisition of live-action and animated motion pictures for distribution and licensing in all formats in all entertainment media, and the production and licensing of television programming around the world. The Other, Corporate and Eliminations segment consists primarily of corporate overhead and eliminations, and other businesses."
FOXF,"Fox Factory Holding Corp. is engaged in the manufacturing, sale and service of ride dynamics products. The Company's products fall into two categories: bikes, and powered vehicles, including side-by-sides, on-road vehicles with off-road capabilities, off-road vehicles and trucks, all-terrain vehicles (ATVs), snowmobiles, specialty vehicles and applications, and motorcycles. The Company's brands include FOX, FOX RACING SHOX and RACE FACE. The Company's products include 34 Factory Series FLOAT FIT4, which provides external adjustability with its fourth-generation FOX Isolated Technology and closed-cartridge damper, and includes a self-adjusting negative chamber air spring; X2 technology, utilized in its Factory Series FLOAT and DH rear shocks; PODIUM Internal Bypass, and X2 technology utilized in its 2.5 PODIUM shocks for side-by-sides that feature high and low speed rebound adjustment, high and low speed compression adjustment, and a dual-rate spring for the rear shocks."
FPI,"Farmland Partners, Inc. is an internally managed real estate company. The Company owns and seeks to acquire farmland located in agricultural markets throughout North America. The Company is the sole member of the general partner of Farmland Partners Operating Partnership, LP (the Operating Partnership). All of the Company's assets are held by, and its operations are primarily conducted through, the Operating Partnership and the subsidiaries of the Operating Partnership. The Company's principal investment focus is on farmland located in agricultural markets throughout North America, however, it may seek to acquire farmland outside of North America. It also may acquire properties related to farming, such as grain storage facilities, grain elevators, feedlots, cold storage facilities, processing plants and distribution centers, as well as livestock farms or ranches. As of December 31, 2016, the Company owned approximately 115,489 acres, as well as eight grain storage facilities."
FPO,"First Potomac Realty Trust (First Potomac) is engaged in ownership, management, redevelopment and development of office and business park properties in the greater Washington, D.C. region. The Company's segments include Washington, D.C., Maryland, Northern Virginia and Southern Virginia. The Company conducts its business through First Potomac Realty Investment Limited Partnership, its operating partnership. The Company's portfolio consist a mix of single-tenant and multi-tenant office properties, and business parks. The office properties are single-story and multi-story buildings that are primarily for office uses, and business parks consists of buildings with office features combined with some industrial property space. As of December 31, 2016, the Company owned properties totaling 6.7 million square feet and had a non-controlling ownership interest in properties totaling an additional 0.9 million square feet through five unconsolidated joint ventures."
FPP,"FieldPoint Petroleum Corporation is engaged in the acquisition, operation and development of oil and natural gas properties, which are located in Louisiana, New Mexico, Oklahoma, South Central Texas and Wyoming. The Company's principal oil and natural gas properties include Block A-49, Spraberry Trend, Giddings Field and Serbin Field in Texas; Flying M Field, Sulimar Field, North Bilbrey Field, Lusk Field and Loving North Morrow Field in New Mexico; Apache Field, Chickasha Field and West Allen Field in Oklahoma; Longwood Field in Louisiana, and Big Muddy Field in Wyoming. The Company has varying ownership interest in approximately 470 gross wells (over 113.26 net) located in approximately five states. The Company operates over 20 of approximately 470 wells, and other wells are operated by independent operators under contracts."
FPRX,"Five Prime Therapeutics, Inc. is a clinical-stage biotechnology company focused on discovering and developing protein therapeutics. The Company's product candidates include Cabiralizumab (FPA008), which is an antibody that inhibits colony stimulating factor-1 receptor, that it is studying in clinical trials as a monotherapy in pigmented villonodular synovitis, and in multiple cancers in combination with programmed-death 1 immune checkpoint inhibitor, Opdivo; FPA144, which is an antibody that inhibits fibroblast growth factor receptor 2b, that it is initially developing to treat patients with gastric (stomach) cancer and is in a Phase I clinical trial, and FP-1039, which is a fusion protein that traps and neutralizes cancer-promoting fibroblast growth factors, involved in cancer cell proliferation and new blood vessel formation and is in Phase Ib clinical development to treat patients with malignant pleural mesothelioma. Its preclinical programs include FPA150, FPA154 and FPT155."
FR,"First Industrial Realty Trust, Inc. is a real estate investment trust (REIT). The Trust is a self-administered real estate company, which owns, manages, acquires, sells, develops and redevelops industrial real estate. As of December 31, 2016, the Company's in-service portfolio consisted of 215 light industrial properties, 53 research and development (R&D)/flex properties, 167 bulk warehouse properties and 100 regional warehouse properties containing an aggregate of approximately 62.2 million square feet of gross leasable area (GLA) located in 23 states. The Company's in-service portfolio includes all properties that have reached stabilized occupancy, developed and redeveloped properties and acquired properties that are occupied at acquisition or one year from the acquisition date. The Company's operations are conducted primarily through the First Industrial, L.P. (the Operating Partnership), of which the Company is the sole general partner."
FRAN,"Francesca's Holdings Corporation is a holding company. The Company is a specialty retailer, which operates a chain of boutiques across the United States. The Company offers a mix of apparel, jewelry, accessories and gifts. As of January 28, 2017, the Company operated 671 boutiques in 48 states and the District of Columbia, and also served its customers through www.francescas.com, its e-commerce Website. The Company offers apparel, such as dresses, fashion tops, sweaters, cardigans and wraps, bottoms, outerwear and jackets, tees and tanks, and intimates. The Company provides jewelry, such as necklaces, earrings, bracelets and rings. The Company offers accessories, such as handbags, clutches, wallets, shoes, belts, hats, scarves, sunglasses, watches and hair accessories. The Company provides gifts, such as fragrance, candles, bath and body, home accessories, books, wall art, nail polish and miscellaneous items. The Company operates its boutiques under the francesca's brand."
FRBA,"First Bank is a commercial bank. The Company provides a range of lending, deposit and other financial products and services. It operates through Community Banking segment, which is engaged in providing a range of commercial and retail and related banking services. It offers a range of lending products to meet the needs of its customers located within its market areas, including commercial and industrial loans, commercial real estate loans (including owner-occupied, investor, construction and development and multi-family loans), residential real estate loans, and consumer and other loans. It offers a range of deposit instruments, including non-interest bearing demand deposits (such as checking accounts), interest bearing demand accounts, money market accounts, savings accounts and certificates of deposit. It operates over 10 branches located in Cranbury, Denville, Ewing, Flemington, Hamilton, Lawrence, Somerset, Randolph and Williamstown, New Jersey, and Trevose, Pennsylvania."
FRBK,"Republic First Bancorp, Inc. is a holding company for Republic First Bank (Republic or the Bank), which does business under the name Republic Bank. The Company's community banking segment encompasses the commercial loan and deposit activities of Republic, as well as consumer loan products in the areas surrounding its store network. The Company offers a range of banking products and services, including consumer and commercial deposit accounts, checking accounts, interest-bearing demand accounts, money market accounts, certificates of deposit, savings accounts, sweep accounts, lockbox services and individual retirement accounts (and other traditional banking services), secured and unsecured commercial loans, real estate loans, construction and land development loans, automobile loans, home improvement loans, mortgages, home equity and overdraft lines of credit, and other products. The Bank offers a range of credit and depository banking services."
FRC,"First Republic Bank is a commercial bank and trust company. The Bank specializes in providing services, including private banking, private business banking, real estate lending and wealth management services, including trust and custody services, to clients in selected metropolitan areas in the United States. It operates through two segments: Commercial Banking and Wealth Management. The Commercial Banking segment is engaged in attracting funds from the public; originating loans, primarily real estate secured mortgage loans, and investing in investment securities. The Wealth Management segment consists of First Republic Investment Management, Inc.; its money market mutual fund activities through third-party providers and the brokerage activities of First Republic Securities Company, LLC; First Republic Trust Company and First Republic Trust Company of Delaware LLC (the Trust Company), and its foreign exchange activities. It offers a range of internally managed investment services."
FRD,"Friedman Industries, Incorporated is engaged in steel processing, pipe manufacturing and processing and steel and pipe distribution. The Company has two product groups: coil and tubular products. It purchases prime hot-rolled steel coils, processes the coils into flat, finished sheet and plate, and sells these products on a wholesale, rapid-delivery basis in competition with steel mills, importers and steel service centers. It owns and operates approximately two coil processing facilities located in Hickman, Arkansas (Hickman) and Decatur, Alabama (Decatur). Through its Texas Tubular Products Division (TTP) in Lone Star, Texas, the Company manufactures, purchases, processes and markets tubular products (pipe). TTP operates over two pipe mills. It sells coil products and processing services to approximately 125 customers located primarily in the midwestern, southwestern and southeastern regions of the United States."
FRED,"Fred's, Inc. (Fred's) is engaged in the sale of general merchandise through its retail discount stores and full service pharmacies. The Company sells general merchandise to its over 20 franchisees. The Company has approximately 660 retail stores, over 370 pharmacies, and approximately three specialty pharmacy facilities located in over 15 states mainly in the Southeastern United States. The Company is licensed to dispense pharmaceuticals in approximately 50 states. The Company operates approximately 640 company-owned stores, including over 60 express stores (or Xpress stores). Fred's is a combination of pharmacy, dollar store and mass merchant strategically located in smaller markets. It offers various product categories, including consumables, such as tobacco, food and beverage, prescription pharmaceuticals, paper and cleaning supplies, pet supplies, health and beauty aids, and discretionary products, such as home decor, seasonal merchandise, auto and hardware, and lawn and garden."
FRGI,"Fiesta Restaurant Group, Inc. owns, operates and franchises two fast-casual restaurant brands, Pollo Tropical and Taco Cabana through its subsidiaries Pollo Operations, Inc., and its subsidiaries, and Pollo Franchise, Inc., (collectively Pollo Tropical) and Taco Cabana, Inc. and its subsidiaries (collectively Taco Cabana). The Company operates through the Pollo Tropical and Taco Cabana segments. The Company's Pollo Tropical restaurants offer Caribbean menu items, featuring its bone-in chicken marinated in blend of tropical fruit juices and grilled over an open flame. The Company also offers catering for parties and corporate events. The Company's Taco Cabana restaurants serves Mexican food, including flame-grilled steak and chicken fajitas served on sizzling iron skillets, quesadillas, hand-rolled flautas, enchiladas, burritos, tacos, fresh-made flour tortillas, customizable salads served in its Cabana Bowl, and its breakfast tacos."
